saccver,sname,staxonomy,sstrain,typestrain
NR_041345.1,Mechercharimyces asporophorigenens,Bacteria; Bacillota; Bacilli; Bacillales; Thermoactinomycetaceae; Mechercharimyces,YM11-542,True
NR_041344.1,Mechercharimyces mesophilus,Bacteria; Bacillota; Bacilli; Bacillales; Thermoactinomycetaceae; Mechercharimyces,YM3-251,True
NR_041343.1,Parabacteroides merdae,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides,JCM 9497,True
NR_041342.1,Parabacteroides distasonis,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides,JCM 5825,True
NR_041341.1,Shinella zoogloeoides,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Shinella,IAM 12669,True
NR_041340.1,Oscillibacter valericigenes,Bacteria; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Oscillibacter,Sjm18-20,True
NR_041339.1,Luedemannella flava,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Luedemannella,7-40(26),True
NR_041338.1,Luedemannella helvata,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Luedemannella,3-9(24),True
NR_041337.1,Krasilnikovia cinnamomea,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Krasilnikovia,3-54(41),True
NR_041335.1,Labrys miyagiensis,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Xanthobacteraceae; Labrys,G24103,True
NR_041334.1,Labrys okinawensis,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Xanthobacteraceae; Labrys,MAFF 210191,True
NR_041333.1,Hydrogenivirga okinawensis,Bacteria; Aquificota; Aquificae; Aquificales; Aquificaceae; Hydrogenivirga,LS12-2,True
NR_041332.1,Microbacterium aoyamense,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microbacterium,KV-492,True
NR_041331.1,Microbacterium pumilum,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microbacterium,KV-488,True
NR_041330.1,Microbacterium deminutum,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microbacterium,KV-483,True
NR_041329.1,Microbacterium terricola,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microbacterium,KV-448,True
NR_041325.1,Staphylococcus carnosus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,GTC 1232,True
NR_041324.1,Staphylococcus saprophyticus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,GTC 843,True
NR_041323.1,Staphylococcus hominis,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,GTC 1228,True
NR_041322.1,Legionella yabuuchiae,Bacteria; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella,OA1-2,True
NR_041321.1,Legionella impletisoli,Bacteria; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella,OA1-1,True
NR_041319.1,Lentibacillus kapialis,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Lentibacillus,PN7-6,True
NR_041318.1,Thermodesulfovibrio yellowstonii,Bacteria; Nitrospirota; Thermodesulfovibrionia; Thermodesulfovibrionales; Thermodesulfovibrionaceae,YP87,True
NR_041317.1,Thermodesulfovibrio thiophilus,Bacteria; Nitrospirota; Thermodesulfovibrionia; Thermodesulfovibrionales; Thermodesulfovibrionaceae,TDV,True
NR_041316.1,Streptomyces nogalater,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,TT2-9,True
NR_041315.1,Tuberibacillus calidus,Bacteria; Bacillota; Bacilli; Bacillales; Sporolactobacillaceae; Tuberibacillus,607,True
NR_041314.1,Polymorphospora rubra,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Polymorphospora,TT 97-42,True
NR_041309.1,Dethiosulfatibacter aminovorans,Bacteria; Bacillota; Tissierellia; Dethiosulfatibacter. REFERENCE   ,C/G2,True
NR_041308.1,Kitasatospora misakiensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora,IFO 12891,True
NR_041304.1,Sharpea azabuensis,Bacteria; Bacillota; Erysipelotrichia; Erysipelotrichales; Coprobacillaceae; Sharpea,ST18,True
NR_041303.1,Sphaerisporangium rubeum,Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Sphaerisporangium,3D-72(35),True
NR_041302.1,Sphaerisporangium melleum,Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Sphaerisporangium,3-28(8),True
NR_041301.1,Sediminicola luteus,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Sediminicola,CNI-3,True
NR_041299.1,Shewanella morhuae,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella,U1417,True
NR_041298.1,Shewanella glacialipiscicola,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella,T147,True
NR_041297.1,Shewanella algidipiscicola,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella,S13,True
NR_041296.1,Shewanella hafniensis,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella,P010,True
NR_041295.1,Komagataeibacter oboediens,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Komagataeibacter,LTH 2460,True
NR_041292.1,Shewanella pneumatophori,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella,SCRC-2738,True
NR_041291.1,Anaerovirgula multivorans,Bacteria; Bacillota; Clostridia; Eubacteriales; Anaerovirgula. REFERENCE   ,SCA,True
NR_041290.1,Shewanella abyssi,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella,c941,True
NR_041289.1,Nocardia terpenica,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,IFM 0706,True
NR_041288.1,Paraburkholderia ginsengisoli,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia,KMY03,True
NR_041287.1,Paraburkholderia terrae,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia,KMY02,True
NR_041286.1,Zoogloea oryzae,Bacteria; Pseudomonadota; Betaproteobacteria; Rhodocyclales; Zoogloeaceae; Zoogloea,A-7,True
NR_041284.1,Catellatospora bangladeshensis,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Catellatospora,2-70(23),True
NR_041283.1,Catellatospora coxensis,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Catellatospora,2-29(17),True
NR_041282.1,Catellatospora chokoriensis,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Catellatospora,2-25(1),True
NR_041281.1,Bacteroides pyogenes,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,JCM 6294,True
NR_041280.1,Bacteroides pyogenes,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,JCM 10003,True
NR_041279.1,Bacteroides helcogenes,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,JCM 6297,True
NR_041276.1,Lysinibacillus boronitolerans,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Lysinibacillus,10a,True
NR_041274.1,Dokdonia diaphoros,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Dokdonia,MSKK-32,True
NR_041273.1,Dokdonia eikasta,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Dokdonia,PMA-26,True
NR_041272.1,Dokdonia genika,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Dokdonia,Cos-13,True
NR_041271.1,Algoriphagus boritolerans,Bacteria; Bacteroidota; Cytophagia; Cytophagales; Cyclobacteriaceae; Algoriphagus,T-22,True
NR_041270.1,Virgibacillus salarius,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Virgibacillus,SA-Vb1,True
NR_041269.1,Gracilibacillus boraciitolerans,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Gracilibacillus,T-16X,True
NR_041268.1,Halolactibacillus miurensis,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Halolactibacillus,M23-1,True
NR_041267.1,Halolactibacillus halophilus,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Halolactibacillus,M2-2,True
NR_041266.1,Micromonospora krabiensis,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora,MA-2,True
NR_041265.1,Micromonospora chaiyaphumensis,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora,MC5-1,True
NR_041262.1,Halobacillus kuroshimensis,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Halobacillus,IS-Hb7,True
NR_041261.1,Silvimonas terrae,Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Silvimonas,KM-45,True
NR_041259.1,Ferrimonas marina,Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Ferrimonadaceae; Ferrimonas,A4D-4,True
NR_041258.1,Methylophilus leisingeri,Bacteria; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Methylophilaceae; Methylophilus,DSM 6813,True
NR_041257.1,Methylophilus methylotrophus,Bacteria; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Methylophilaceae; Methylophilus,NCIMB 10515,True
NR_041256.1,Micromonospora narathiwatensis,Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae; Micromonospora,BTG4-1,True
NR_041253.1,Oryzihumus leptocrescens,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Intrasporangiaceae; Oryzihumus,KV-628,True
NR_041252.1,Chryseobacterium shigense,Bacteria; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Chryseobacterium group; Chryseobacterium,GUM-Kaji,True
NR_041251.1,Nocardia testacea,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,JCM 12235,True
NR_041250.1,Terrimonas lutea,Bacteria; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Terrimonas,DY,True
NR_041249.1,Lentibacillus halophilus,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Lentibacillus,PS11-2,True
NR_041248.1,Bacillus anthracis,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group,ATCC 14578,True
NR_041247.1,Stutzerimonas azotifigens,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Stutzerimonas,6H33b,True
NR_041246.1,Halobacillus profundi,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Halobacillus,IS-Hb4,True
NR_041245.1,Acrocarpospora corrugata,Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Acrocarpospora,NBRC 13972,True
NR_041244.1,Azohydromonas lata,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sphaerotilaceae; Azohydromonas,IAM 12599,True
NR_041243.1,Azohydromonas australica,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sphaerotilaceae; Azohydromonas,IAM 12664,True
NR_041242.1,Alkalibacterium iburiense,Bacteria; Bacillota; Bacilli; Lactobacillales; Carnobacteriaceae; Alkalibacterium,M3,True
NR_041240.1,Oceanobacillus oncorhynchi,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Oceanobacillus,R-2,True
NR_041239.1,Shinella granuli,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Shinella,Ch06,True
NR_041238.1,Paracoccus koreensis,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Paracoccus,Ch05,True
NR_041237.1,Nocardia exalbida,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia,IFM 0803,True
NR_041234.1,Paracoccus marinus,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Paracoccus,KKL-A5,True
NR_041233.1,Azospirillum oryzae,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Azospirillaceae; Azospirillum,COC8,True
NR_041232.1,Streptomyces hirsutus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12857,True
NR_041231.1,Streptomyces iakyrus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13401,True
NR_041230.1,Streptomyces prasinus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13479,True
NR_041228.1,Streptomyces orinoci,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13466,True
NR_041227.1,Streptomyces ardus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13430,True
NR_041226.1,Streptomyces cyaneofuscatus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13190,True
NR_041225.1,Streptomyces ipomoeae,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13050,True
NR_041223.1,Streptomyces cinnamoneus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces cinnamoneus group,NBRC 12852,True
NR_041222.1,Streptomyces bellus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12844,True
NR_041221.1,Streptomyces afghaniensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12831,True
NR_041220.1,Streptomyces lanatus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12787,True
NR_041219.1,Streptomyces glaucescens,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12774,True
NR_041217.1,Streptomyces curacoi,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12761,True
NR_041216.1,Streptomyces chartreusis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 12753,True
NR_041215.1,Streptomyces lilacinus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 3944,True
NR_041214.1,Streptomyces spiroverticillatus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 3931,True
NR_041213.1,Streptomyces pulveraceus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 3855,True
NR_041212.1,Kitasatospora herbaricolor,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora,NBRC 3838,True
NR_041211.1,Streptomyces hiroshimensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 3720,True
NR_041207.1,Streptomyces griseolus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 3415,True
NR_041206.1,Streptomyces flaveolus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 3408,True
NR_041205.1,Streptomyces sindenensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 3399,True
NR_041204.1,Streptomyces gardneri,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 3385,True
NR_041203.1,Streptomyces thioluteus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 3364,True
NR_041202.1,Streptomyces olivaceus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 3200,True
NR_041201.1,Streptomyces gougerotii,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces diastaticus group,NBRC 3198,True
NR_041200.1,Streptomyces phaeochromogenes,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces phaeochromogene,NBRC 3180,True
NR_041199.1,Streptoalloteichus tenebrarius,Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Streptoalloteichus,NBRC 16177,True
NR_041197.1,Streptomyces heliomycini,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15899,True
NR_041196.1,Streptomyces fulvorobeus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15897,True
NR_041194.1,Streptomyces virginiae,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15873,True
NR_041192.1,Streptomyces labedae,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15864,True
NR_041191.1,Streptomyces bungoensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15711,True
NR_041190.1,Streptomyces tuirus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15617,True
NR_041189.1,Streptomyces tricolor,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces anthocyanicus group,NBRC 15461,True
NR_041188.1,Streptomyces rubrogriseus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces anthocyanicus group,NBRC 15455,True
NR_041187.1,Streptomyces noursei,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15452,True
NR_041186.1,Streptomyces griseoaurantiacus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces aurantiacus group,NBRC 15440,True
NR_041185.1,Streptomyces lomondensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15426,True
NR_041184.1,Streptomyces levis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15423,True
NR_041183.1,Streptomyces gobitricini,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15419,True
NR_041182.1,Streptomyces glaucus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15417,True
NR_041181.1,Streptomyces glaucosporus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15416,True
NR_041179.1,Streptomyces gancidicus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces pseudogriseolu,NBRC 15412,True
NR_041178.1,Streptomyces djakartensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15409,True
NR_041177.1,Streptomyces crystallinus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15401,True
NR_041176.1,Streptomyces coeruleoprunus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15400,True
NR_041175.1,Streptomyces coelicoflavus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15399,True
NR_041174.1,Streptomyces cinereospinus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15397,True
NR_041173.1,Kitasatospora cinereorecta,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora,NBRC 15395,True
NR_041172.1,Streptomyces chrysomallus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15394,True
NR_041171.1,Streptomyces caniferus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15389,True
NR_041169.1,Streptomyces olivoverticillatus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 15273,True
NR_041168.1,Streptomyces anthocyanicus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces anthocyanicus group,NBRC 14892,True
NR_041167.1,Streptomyces paradoxus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 14887,True
NR_041166.1,Streptomyces aculeolatus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 14824,True
NR_041165.1,Streptomyces megasporus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 14749,True
NR_041164.1,Actinomadura glauciflava,Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Thermomonosporaceae; Actinomadura,NBRC 14668,True
NR_041163.1,Streptomyces ruber,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 14600,True
NR_041162.1,Wenjunlia vitaminophila,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Wenjunlia,NBRC 14294,True
NR_041161.1,Streptomyces longwoodensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 14251,True
NR_041160.1,Streptomyces sannanensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 14239,True
NR_041159.1,Streptomyces spinoverrucosus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 14228,True
NR_041158.1,Streptomyces capillispiralis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 14222,True
NR_041157.1,Streptomyces carpinensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 14214,True
NR_041156.1,Streptomyces ossamyceticus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13983,True
NR_041155.1,Streptomyces indiaensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13964,True
NR_041154.1,Streptomyces mauvecolor,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13854,True
NR_041153.1,Streptomyces cinerochromogenes,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13822,True
NR_041152.1,Streptomyces pathocidini,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13812,True
NR_041151.1,Streptomyces glebosus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13786,True
NR_041150.1,Streptomyces celluloflavus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13780,True
NR_041149.1,Streptomyces inusitatus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13601,True
NR_041148.1,Streptomyces alanosinicus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13493,True
NR_041147.1,Streptomyces longispororuber,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13488,True
NR_041146.1,Streptomyces bacillaris,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13487,True
NR_041144.1,Kitasatospora albolonga,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora,NBRC 13465,True
NR_041143.1,Streptomyces lusitanus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13464,True
NR_041142.1,Streptomyces bluensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13460,True
NR_041141.1,Streptomyces violaceusniger,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces violaceusniger group,NBRC 13459,True
NR_041140.1,Streptomyces griseosporeus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13458,True
NR_041138.1,Kitasatospora aureofaciens,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Kitasatospora,NBRC 13451,True
NR_041137.1,Streptomyces mirabilis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13450,True
NR_041136.1,Streptomyces katrae,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13447,True
NR_041134.1,Streptomyces pactum,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13433,True
NR_041133.1,Streptomyces canarius,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13431,True
NR_041132.1,Streptomyces avidinii,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13429,True
NR_041131.1,Streptomyces vinaceus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13425,True
NR_041130.1,Streptomyces prasinosporus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13419,True
NR_041129.1,Streptomyces showdoensis,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13417,True
NR_041128.1,Streptomyces luteogriseus,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13402,True
NR_041125.1,Streptomyces flavofungini,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13371,True
NR_041124.1,Streptomyces novaecaesareae,Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces,NBRC 13368,True
